Description_Cluster;Count;Associated_Comment_Clusters
syropors;2;
des syropors;0;
leichte verkippung;0;
oberen mauer;0;
chlich leicht;0;
chengestaltung;1;
oberfl chengestaltung;0;
chengestaltung korrosion;0;
lokal korrodierte;0;
lagerbank mit;0;
mit styropor;0;
styropor gef;0;
llt befund;0;
befund wurde;0;
wurde behoben;0;
des moellons;0;
moellons sont;0;
sont descell;0;
humidit laissent;0;
laissent pr;0;
pr sager;0;
sager un;0;
und daher;0;
bewehrung wegen;0;
wegen ungen;0;
milimeter;1;
infolgedessen;1;
wenige milimeter;0;
milimeter infolgedessen;0;
infolgedessen sichtbare;0;
der oberf;0;
einzelne gr;0;
salzbelastung;1;
textur;1;
beton infolge;0;
infolge salzbelastung;0;
ausgewaschener textur;0;
textur und;0;
stellen korrosion;0;
korrosion sichtbar;0;
einigen;2;
einigen st;0;
tzen ablatzungen;0;
ablatzungen mit;0;
bewehrung ausmass;0;
ausmass bis;0;
vereinzelt auftretende;0;
auftretende lokale;0;
auch stalagtiten;0;
aussenseite;1;
ssig auftretende;0;
der aussenseite;0;
aussenseite rissbreite;0;
kaputt;1;
teilweise kaputt;0;
surveiller;3;
pouvant;3;
fissure surveiller;0;
surveiller pouvant;0;
pouvant alt;0;
alt rer;0;
la stabilit;0;
stabilit de;0;
tunnel;13;0(3)|rissbreite(2)|1(1)|3(1)|mm(1)|rissl(1)|nge(1)|zwischen(1)|50(1)|cm(1)
des mouvement;0;
mouvement entre;0;
le tunnel;0;
tunnel et;0;
la galerie;0;
9 mm;0;
accident;5;
rior trace;0;
brig et;0;
carottage rebouch;0;
selon nous;0;
agit des;0;
transversales cette;0;
voir fissur;0;
transversale 1211;0;
uniquement;2;carbonate(3)|de(2)|avec(1)|d(1)|p(1)|ts(1)|calcium(1)|avec d(1)|d p(1)|p ts(1)
uniquement sur;0;
face sans;0;
sans le;0;
scie dans;0;
fuge aufgrund;0;
aufgrund riss;0;
teilweise aussinterungen;0;
coffrage lors;0;
deshalb;2;
deshalb freiliegende;0;
hrungsbedingter riss;0;
breit in;0;
ecke diese;0;
diese befunde;0;
wurden bei;0;
hi nicht;0;
nicht aufgenommen;0;
fuge resp;0;
betonaplatzungen an;0;
frost bei;0;
den einbetonierten;0;
einbetonierten gel;0;
remarques;5;
dans 1206;0;
unf;2;
unf wahrscheinllich;0;
mit wasserazssinterung;0;
quadrillage;1;
sommitales;1;
armature marqu;0;
marqu particuli;0;
rement dans;0;
centrale plaques;0;
plaques sommitales;0;
vu;4;de(2)|de la(2)|ras(1)|non(1)|constat(1)|non constat(1)|reprise(1)|la(1)|photo(1)|l(1)
pris;17;de(4)|de la(4)|la(3)|lessivage(3)|accompagn(2)|reprise(1)|photo(1)|l(1)|hi(1)|2020(1)
2025;5;de(2)|de la(2)|reprise(1)|la(1)|photo(1)|l(1)|hi(1)|2020(1)|reprise de(1)|la photo(1)
vu sur;0;
place sans;0;
sans changement;0;
d tat;0;
tat mais;0;
mais pas;0;
pris de;0;
de photo;0;
photo en;0;
aide;1;
ble;378;de(31)|constatation(30)|ouvrage(24)|fissures(18)|dans(16)|cette constatation(15)|photo(14)|0(13)|aucune(13)|aucune photo(13)
led;2;
l aide;0;
aide avec;0;
ble des;0;
des led;0;
led apparent;0;
enrob e;0;
neben randbord;0;
rker seite;0;
seite spur;0;
spur brig;0;
brig auf;0;
bindestellen;3;insgesamt(2)|ca(1)|27(1)|stk(1)|ca 27(1)|27 stk(1)
korrosion jedoch;0;
remarque remarques;0;
elle peut;0;
belagsrisse belagsrisse;0;
aufgrund aufgehobenem;0;
belags wahrscheinlich;0;
infolge setzung;0;
caniveaux;1;
armature longitudinale;0;
corrode avec;0;
m abst;0;
fixiert;1;
werkleitungen sind;0;
wieder fixiert;0;
zwischen widerlager;0;
bl ttert;0;
ttert ab;0;
ouvertes;5;
peu ouvertes;0;
0 et;0;
j dans;0;
objet trottoir;0;
constatables;1;
peu marqu;0;
difficilement constatables;0;
les fixations;0;
piliers de;0;
structure metallique;0;
but clatement;0;
brute;1;
sont continues;0;
continues entre;0;
partie brute;0;
partie rev;0;
rev tue;0;
ouverture variable;0;
4 1;0;
1 2mm;1;
mit kalkaussinterungen;0;
anschlussbereich;1;
anschlussbereich auslaufbauwerk;0;
auslaufbauwerk gerissen;0;
combi;14;combiflex(3)|l(2)|d(2)|durant(2)|venues(2)|tanch(1)|it(1)|du(1)|joint(1)|pose(1)
flex;17;combiflex(3)|l(2)|d(2)|durant(2)|venues(2)|tanch(1)|it(1)|du(1)|joint(1)|pose(1)
it combi;0;
trottoir ouverture;0;
devrait;2;
cette remarque;0;
remarque devrait;0;
oi trottoir;0;
frott;1;
un camion;0;
a frott;0;
frott la;0;
secours;1;
le coin;0;
de secours;0;
70 m2;0;
du beton;0;
chaux due;0;
probable venue;0;
eau locale;0;
vibr;5;
zone un;0;
un peu;0;
peu moins;0;
moins bien;0;
bien vibr;0;
vibr e;0;
poreux;2;
vibrer;3;
proprement;1;
parler;3;constatation(2)|supprim(2)|la(1)|peut(1)|tre(1)|e(1)|constatation peut(1)|peut tre(1)|tre supprim(1)
ton poreux;0;
poreux ou;0;
ton moins;0;
vibrer mais;0;
gravier proprement;0;
proprement parler;0;
notre;2;
notre sens;0;
sens ce;0;
ce n;0;
gravier mais;0;
parties de;0;
ton un;0;
rouille probl;0;
it au;0;
refait pr;0;
non fonctionnelle;0;
trop;13;zur(1)|zeit(1)|der(1)|inspektion(1)|starke(1)|regenf(1)|lle(1)|zur zeit(1)|zeit der(1)|der inspektion(1)
court;1;
combiflex trop;0;
trop court;0;
rior avec;0;
combiflex avec;0;
4 m2;0;
genoux;1;
but du;0;
bloc 1;0;
de genoux;0;
griffure;2;
griffure dans;0;
2m c;0;
de cloques;0;
41;1;
42;1;
direction au;0;
joint 41;0;
41 42;0;
de 4;0;
4 12mm;0;
12mm d;0;
haut du;0;
mur bloc;0;
bloc 2;0;
2 exterieur;0;
infiltrations provenant;0;
50m avec;0;
le tablier;0;
dans 1303;0;
1303 eclats;0;
isolant;1;
expensible;1;
avec panneau;0;
isolant et;0;
mousse expensible;0;
expensible visible;0;
apparentes ni;0;
ni trace;0;
poutres pr;0;
du v;0;
v rinage;0;
geringer ungen;0;
stark ausgewaschen;0;
geometrie;1;
infolge geometrie;0;
infolge einspannung;0;
cm bei;0;
von relativ;0;
1 lokal;0;
mm gr;0;
sstenteils versintert;0;
gerissene lose;0;
rissbildung ist;0;
kiesnester ausf;0;
hrungsbedingt und;0;
certaines traces;0;
carbonatation accompagnent;0;
accompagnent ces;0;
in leicht;0;
leicht fortgeschrittenem;0;
mehrere fugen;0;
fugen leicht;0;
leicht gerissen;0;
mehrere kalkausscheidungen;0;
schutzkappen;1;
spitzen;1;
verankerung sinusplatten;0;
und erkennbare;0;
erkennbare abnutzung;0;
abnutzung des;0;
korrosionschutzes bei;0;
den spitzen;0;
leitelement;1;
anprallspuren;1;
des leitelement;0;
leitelement vom;0;
vom fzrs;0;
fzrs und;0;
leichte anprallspuren;0;
anprallspuren verformung;0;
verformung von;0;
tiefpunkt;1;
verstopfung zwischen;0;
daher gefahr;0;
von stehendem;0;
tiefpunkt fuge;0;
teilweise defekt;0;
eiseneinlagen;1;
mehrere zwangsrisse;0;
zwangsrisse auf;0;
bestimmen;2;
trockensteinmauer scheint;0;
scheint stellenweise;0;
stellenweise aufgelockert;0;
nicht bestimmen;0;
bestimmen wie;0;
wie viele;0;
viele lose;0;
absturzsicherung;1;
stein auf;0;
und fehlende;0;
fehlende resp;0;
resp ungen;0;
gende absturzsicherung;0;
tritus;1;
caniveau localement;0;
localement entrav;0;
entrav par;0;
tritus de;0;
gatif;2;
au pieds;0;
sans effet;0;
effet n;0;
n gatif;0;
gatif pour;0;
sumer;2;
traces laissant;0;
pr sumer;0;
eclat r;0;
paisseur maximale;0;
vement;7;
soul vement;0;
de chambre;0;
paisseur max;0;
guidage;1;
de guidage;0;
guidage est;0;
le bord;0;
bord ext;0;
du couvercle;0;
cloquage;1;
cloquage du;0;
tete;65;fundament(2)|befund(1)|ist(1)|im(1)|auch(1)|erfasst(1)|worden(1)|befund ist(1)|ist im(1)|fundament auch(1)
en tete;0;
tete du;0;
pas constat;0;
deux derni;0;
res inspections;0;
inspections supprimer;0;
placement des;0;
aile par;0;
au mur;0;
bogenmauerwerks;2;
bogenmauerwerks fugen;0;
volution depuis;0;
2019 fissures;0;
car vide;0;
ouvertes plus;0;
plus 0;0;
env 1mm;0;
orientation est;0;
temps sec;0;
cette inspection;0;
inspection ampleur;0;
constatation moins;0;
moins cons;0;
quente que;0;
cloques de;0;
enrob aux;0;
lectrique;3;mettre(2)|jour(2)|mistra(2)|mettre jour(2)|jour mistra(2)
au 4;0;
4 coins;0;
chambre lectrique;0;
prolongement;1;
sans prolongement;0;
grille enti;0;
zentral;4;
zentral unter;0;
in arbeitsfuge;0;
mauer ausgebrochen;0;
ckenmauerwerk;4;
mauersteine aus;0;
der mauerwerksfuge;0;
ausgewaschene fugen;0;
bruchsteinmauer obere;0;
lokalen ausbr;0;
verschiebung verdrehung;0;
steireihen an;0;
tunneldecke;5;
der tunneldecke;0;
evtl lose;0;
und schlagl;0;
und andere;0;
andere sch;0;
belag der;0;
den in;0;
der ustr;0;
ustr vor;0;
tunnelbeginn;2;
tunneldecke beim;0;
beim tunnelbeginn;0;
baumbest nde;0;
auf strasse;0;
br ckenmauerwerkes;0;
weitere risse;0;
cher beim;0;
und loch;0;
ngsfuge;2;
belag durchgehend;0;
gelbbildung in;0;
fehlender verguss;0;
leichte kalkspuren;0;
kalkspuren keine;0;
hungen auch;0;
fuge stellenweise;0;
stellenweise moosbewuchs;0;
bis starke;0;
abplatzung komplette;0;
komplette aufl;0;
aufl sung;0;
schliessen;2;
auf tempor;0;
tempor ren;0;
wassereintritt schliessen;0;
inspektion keine;0;
keine wasserf;0;
hrung aber;0;
aber anzeichen;0;
fliessspuren vorhanden;0;
westlicher;2;
ansonsten;3;
im block;0;
westlicher teil;0;
teil oben;0;
oben ansonsten;0;
ansonsten kein;0;
kein bewuchs;0;
strauch in;0;
einer fuge;0;
mit ausgewaschenen;0;
ser undkl;0;
ucher nur;0;
nur auf;0;
auf westliche;0;
westliche seite;0;
verwurzelt;1;
baum von;0;
2m gr;0;
sse dieser;0;
dieser baum;0;
sind lokal;0;
lokal lose;0;
rtelfugen vorhanden;0;
im westlichen;0;
aussp;12;insgesamt(2)|abplatzung(1)|liegt(1)|oberhalb(1)|des(1)|maximalen(1)|wasserspiegels(1)|abplatzung liegt(1)|liegt oberhalb(1)|oberhalb des(1)
aussp len;0;
aussinterungen vorhanden;0;
vorhanden unterhalb;0;
mitte kaum;0;
kaum vorhanden;0;
fuge nur;0;
blocks;7;betr(2)|gt(2)|betr gt(2)|kabelkanal(1)|wurde(1)|freigelegt(1)|schutz(1)|der(1)|leitungen(1)|durch(1)
nur im;0;
rissbreite jedoch;0;
jedoch stellenweise;0;
blocks 10;0;
10 sind;0;
natursteinverkleidung;1;
schwellenkrone;1;
bewehrungsniveau;1;
weggewaschen;1;
herausl sen;0;
sen von;0;
schwellenkrone abrieb;0;
bis auf;0;
bewehrungsniveau weggewaschen;0;
spritzwasser;5;
lunkern ausgewaschener;0;
infolge spritzwasser;0;
30grad;1;
verdreht wegen;0;
wegen abspannungen;0;
abspannungen nr;0;
nr 1;0;
6 bis;0;
bis 30grad;0;
mittelwand;2;
zwischen mittelwand;0;
mittelwand und;0;
baum ber;0;
auslauf gewachsen;0;
kontakt;1;
problematische feuchtestelle;0;
feuchtestelle aufgrund;0;
aufgrund kontakt;0;
kontakt zum;0;
zum erdreich;0;
reprofilierungen wurden;0;
wurden mangelhaft;0;
mangelhaft geschlossen;0;
geschlossen bewehrungseisen;0;
bewehrungseisen liegen;0;
chtigung;2;
ohne beeintr;0;
chtigung der;0;
von wasser;0;
welches beim;0;
der widerlagerwand;0;
widerlagerwand entlang;0;
spr;31;alle(1)
stark spr;0;
spr de;0;
lokal nicht;0;
und aufgrund;0;
platzierten;1;
sehr viele;0;
viele angerostete;0;
oder defekte;0;
defekte aufh;0;
ngungen sammelleitung;0;
nstig platzierten;0;
platzierten entw;0;
unter abplatzungen;0;
geringe lokale;0;
stabiler zustand;0;
berge;1;
racines;1;
la berge;0;
berge observ;0;
aux racines;0;
racines de;0;
certains arbres;0;
transport;2;
important transport;0;
rechen fl;0;
rand vom;0;
hat leicht;0;
befestigungspunkte;1;
betons bei;0;
ablauf;5;korrosionsschutz(3)|unproblematisch(2)|fundamente(2)|als(2)|kanalreinigungsunternehmer(2)|da(1)|lediglich(1)|der(1)|anker(1)|sowie(1)
dem ablauf;0;
einlaufbauwerk rissbreite;0;
kolkbildung vor;0;
gel nord;0;
netz;159;aar(15)|mit(10)|f(9)|r(9)|typisches(9)|rissbild(9)|f r(9)|r aar(9)|aar typisches(9)|typisches rissbild(9)
fz;12;
netz lokal;0;
lokal gerissen;0;
gerissen wegen;0;
wegen anprall;0;
ging versintert;0;
im reprofilierungsm;0;
reprofilierungsm rtel;0;
bewehrungskorrosion sichtbare;0;
teilweise sinterstellen;0;
betonierfuge;3;
undichter abdichtung;0;
abdichtung ansonsten;0;
ansonsten nur;0;
wenige fliessspuren;0;
fliessspuren lteren;0;
feuchtigkeitsansammlung;1;
aufgrund feuchtigkeitsansammlung;0;
aus erdreich;0;
feinerer;3;verdacht(1)|auf(1)|aar(1)|da(1)|risse(1)|nicht(1)|kornrundend(1)|verlaufen(1)|verdacht auf(1)|auf aar(1)
horizontaler l;0;
ngsriss bis;0;
breit und;0;
lang bei;0;
bei fl;0;
gelmauer feinerer;0;
in mitte;0;
tzmauer teilweise;0;
10 00m;0;
00m lange;0;
lange l;0;
gend verdichtet;0;
verdichtet bei;0;
stirnseite bergseite;0;
bergseite und;0;
ssige auspr;0;
abdichtungsproblemaik;1;
aufgrund belagsentw;0;
sserung abdichtungsproblemaik;0;
gondo oben;0;
oben mit;0;
poids;1;
points;1;
visuels;1;
distanceurs;1;
mur poids;0;
poids sans;0;
les points;0;
points visuels;0;
visuels de;0;
corrosion sont;0;
sont les;0;
les distanceurs;0;
90;2;
uk;8;zusatzwinkel(2)|bernommen(1)|aus(1)|hi(1)|2024(1)|bernommen aus(1)|aus hi(1)|hi 2024(1)|schrauben(1)|und(1)
hauptmauer horizontaler;0;
und horizontaler;0;
horizontaler durchgehender;0;
ab uk;0;
uk mauer;0;
wandkopfs;1;
des wandkopfs;0;
biegung;1;
infolge biegung;0;
biegung ca;0;
sster;1;max(1)|rissbreite(1)|bis(1)|2(1)|mm(1)|max rissbreite(1)|rissbreite bis(1)|bis 2(1)|2 mm(1)
in 9;0;
9 gr;0;
sster riss;0;
eingebrachte;1;
belagsschicht;1;
ster resp;0;
resp unsauber;0;
unsauber eingebrachte;0;
eingebrachte belagsschicht;0;
ssige betonqualit;0;
teilwesie instandgesetzt;0;
beton ausgewaschener;0;
beton im;0;
fussbereich resp;0;
den verankerten;0;
verankerten stahlst;0;
zinkverkleidung;2;
und beginnende;0;
beginnende korrosion;0;
den pfosten;0;
pfosten ist;0;
verankerung geschw;0;
rostige;1;
schleifspuren;1;
rostige schleifspuren;0;
der leitschranke;0;
bewehrung bei;0;
mauerknick;3;
beim mauerknick;0;
zwei gr;0;
ssere verformung;0;
hohlstelle unter;0;
beim ende;0;
knicken;1;
den knicken;0;
knicken durchgehend;0;
verschiebung mauerknick;0;
mauerknick seite;0;
mauerknick gerissen;0;
um 3;0;
mittelst;2;
mauerkrone mittelst;0;
mittelst ck;0;
ck hat;0;
sich gegen;0;
mauerkronen fl;0;
gelmauern verschoben;0;
pfosten gr;0;
teil keine;0;
gelbewehrung vorhanden;0;
stromkabels;1;
hervorstehenden;2;verletzungsgefahr(2)|bei(2)|unterhaltsarbeiten(2)|harbeiten(2)|behindern(1)|m(1)|unterhaltsarbeiten behindern(1)|behindern bei(1)|bei m(1)
des stromkabels;0;
stromkabels schalungsteile;0;
n gel;0;
gel vorhanden;0;
paration effectu;0;
montant m;0;
rement inclin;0;
fils;9;
fils d;0;
rouille tache;0;
ffnet;2;
fuge 10mm;0;
10mm ge;0;
ge ffnet;0;
ffnet trocken;0;
trocken versatz;0;
blockl;4;
gesamter blockl;0;
blockl nge;0;
ausgesandeter belag;0;
belag tiefe;0;
tiefe 5;0;
sende;7;
sende beschichtung;0;
aufgrund benutzung;0;
benutzung und;0;
und feuchte;0;
ca die;0;
die h;0;
risse zeigt;0;
vernachl;1;
ssigbar;1;
bewachsen ansonsten;0;
ansonsten ist;0;
bewuchs vernachl;0;
vernachl ssigbar;0;
5m2;1;
trocken ausmass;0;
0 5m2;0;
ausmass 10cm;0;
10cm ab;0;
boden beschichtung;0;
st ausmass;0;
ausmass ca;0;
ca 20m2;0;
gem;52;de(3)|supprim(2)|l(2)|de la(2)|d(2)|keine(2)|schliessen(2)|cette(1)|constatation(1)|peut(1)
abgedichtet;1;
tunnelreinigung;1;
st gem;0;
gem ss;0;
ss ge;0;
ge wurde;0;
wurde abgedichtet;0;
abgedichtet zum;0;
zeitpunkt inspektion;0;
trocken trotz;0;
trotz tunnelreinigung;0;
boden rissbreiten;0;
gesamter breite;0;
8 2;0;
portalende;2;
mehrere diagonalrisse;0;
bis portalende;0;
portalende durchgehend;0;
rostfahnen;1;
periodisch;1;
rostfahnen lokal;0;
lokal periodisch;0;
periodisch bewehrungs;0;
parement b;0;
aufgew;4;
lbt;4;
deckbelag am;0;
anschluss verformt;0;
und aufgew;0;
aufgew lbt;0;
deckbelag verformt;0;
werkreihe;1;
balken;15;
fundiert;1;
sehr stark;0;
digt fast;0;
fast s;0;
s mtliche;0;
mtliche balken;0;
balken fehlen;0;
mehr fundiert;0;
geneigten;1;k(1)|nnten(1)|strasse(1)|und(1)|dessen(1)|nutzer(1)|gef(1)|hrden(1)|k nnten(1)|nnten strasse(1)
der geneigten;0;
geneigten mauer;0;
durch fortschreitende;0;
fortschreitende zersetzung;0;
verfault;2;
stark verfault;0;
rouille visible;0;
parations ponctuelles;0;
ponctuelles effectu;0;
chauffage;1;on(1)|ne(1)|peut(1)|pas(1)|observer(1)|cette(1)|constatation(1)|on ne(1)|ne peut(1)|peut pas(1)
cad;21;non(14)|migr(10)|non migr(10)|vu(4)|non vu(4)|pas(4)|constatation(3)|vu non(3)|de(3)|d(2)
cadre n;0;
des nouveaux;0;
nouveaux tuyaux;0;
chauffage cad;0;
neigement;1;d(2)|une(1)|partie(1)|des(1)|g(1)|ts(1)|ont(1)|j(1)|t(1)|r(1)
du sel;0;
grass kleine;0;
wasserleitung;1;
wenige im;0;
sichtbare fast;0;
ausschliesslich trockene;0;
trockene wasserspuren;0;
vielerorts;1;
quader;43;evtl(2)|dr(2)|ckt(2)|der(2)|hang(2)|von(2)|oben(2)|unten(2)|bewuchs(2)|durch(2)
in oberster;0;
lose quader;0;
quader oder;0;
vereinzelt herausgefallene;0;
herausgefallene steine;0;
remblay;1;chauffage(2)|il(1)|faut(1)|faire(1)|remblayer(1)|par(1)|le(1)|propri(1)|taire(1)|du(1)
les tuyaux;0;
remblay au;0;
visiblevisible;1;supprimer(2)|cette(1)|constatation(1)|peut(1)|tre(1)|supprimer cette(1)|cette constatation(1)|constatation peut(1)|peut tre(1)|tre supprim(1)
visiblevisible cette;0;
des marques;0;
marques du;0;
clats surfaciques;0;
10 aller;0;
stellen sind;0;
nassstellen vorhanden;0;
leitschrankenpfosten;1;
den k;0;
k pfen;0;
pfen der;0;
verschiebungen infolge;0;
infolge ungleichm;0;
ssigen beanspruchung;0;
beanspruchung oder;0;
resp freiliegende;0;
und gerissene;0;
leitprofils;1;
leichte kratzer;0;
kratzer entlang;0;
des leitprofils;0;
abtrag;7;
bachwasser;1;
kolkbildung abtrag;0;
abtrag durch;0;
durch bachwasser;0;
des betonsockels;0;
betonsockels rissbreiten;0;
chig ber;0;
einzelne lose;0;
freiliegende steine;0;
mauerkrone letzter;0;
letzter block;0;
block seite;0;
beseitigt;1;
ausbruch auf;0;
wurde beseitigt;0;
risse zum;0;
vegetation zwischen;0;
servation pour;0;
canal est;0;
est fortement;0;
fortement touch;0;
brig touch;0;
condensation;2;formation(2)|de(1)|gouttes(1)|sur(1)|toute(1)|la(1)|largeur(1)|de gouttes(1)|gouttes sur(1)|sur toute(1)
vapeur;2;formation(2)|de(1)|gouttes(1)|sur(1)|toute(1)|la(1)|largeur(1)|de gouttes(1)|gouttes sur(1)|sur toute(1)
froides;2;formation(2)|de(1)|gouttes(1)|sur(1)|toute(1)|la(1)|largeur(1)|de gouttes(1)|gouttes sur(1)|sur toute(1)
forte condensation;0;
la vapeur;0;
zones froides;0;
froides de;0;
des signes;0;
un futur;0;
zones pr;0;
sentant de;0;
localement ouverture;0;
treillis localement;0;
1mm c;0;
gsb pr;0;
mi largeur;0;
concordent;1;
elles concordent;0;
n ralement;0;
ou avec;0;
efflorescences sont;0;
visibles autour;0;
g tations;0;
impos;1;carbonate(3)|rieures(2)|ponctuellement(2)|de(2)|fissures(1)|sup(1)|0(1)|3(1)|mm(1)|avec(1)
impos es;0;
3 5;0;
vertikale klaffende;0;
klaffende risse;0;
cm 40;0;
encrassements divers;0;
talus;1;
terre et;0;
de branches;0;
branches depuis;0;
le talus;0;
rissbreite vereinzelt;0;
breit versatz;0;
verursachte sch;0;
cm 10;0;
durchschnittlich;2;
ttet;6;
infolge falscher;0;
falscher entw;0;
sserung mauerkrone;0;
mauerkrone bersch;0;
bersch ttet;0;
ttet bzw;0;
bzw berwachsen;0;
meter mit;0;
rtelfugen max;0;
meter teilweise;0;
du perr;0;
la fuite;0;
zugesch;2;
mehr sichtbar;0;
sichtbar wurde;0;
wurde zugesch;0;
zugesch ttet;0;
beidseitig;2;
gehalten;2;
element ist;0;
ist defekt;0;
defekt und;0;
mehr verankert;0;
verankert beidseitig;0;
beidseitig gehalten;0;
wirft;2;
hang wirft;0;
wirft immer;0;
immer wieder;0;
wieder steine;0;
leichte vegetation;0;
vegetation vorhanden;0;
am fzrs;0;
amorce;2;
amorce de;0;
und max;0;
max l;0;
von 2;0;
ngsrisse ca;0;
mm diverse;0;
feinere l;0;
cofratol;2;
que cofratol;0;
cofratol visible;0;
visible longueur;0;
largeur 30;0;
calcaire provenant;0;
tzmauer scheinen;0;
scheinen steinquader;0;
steinquader lose;0;
lose zu;0;
sein ca;0;
simplon ca;0;
geschiebeablagerungen oberhalb;0;
oberhalb steink;0;
rbe was;0;
rbe f;0;
hangverlagerung;2;
ndeoberfl;2;
bzw ge;0;
ge nderte;0;
nderte gel;0;
gel ndeoberfl;0;
geschiebe;14;
llmaterialansammlungen;2;
und geschiebe;0;
geschiebe ger;0;
wassersinterungen infolge;0;
welches durch;0;
fugen dringt;0;
rtelfugen wassersinterungen;0;
verankerungsschrauben;2;
es fehlen;0;
fehlen diverse;0;
diverse muttern;0;
muttern der;0;
griffure de;0;
peinture anticorrosion;0;
corrosion avanc;0;
unterer st;0;
st tzmauerabschnitt;0;
tzmauerabschnitt versatz;0;
es apparente;0;
fugenbereichen teilweise;0;
bei ca;0;
aux venues;0;
eau se;0;
se concentrant;0;
concentrant dans;0;
cloque taches;0;
soudure;1;
la soudure;0;
dans joint;0;
choc li;0;
un accident;0;
raccord goutte;0;
pendants;1;
ind pendants;0;
endroit les;0;
deux couches;0;
de peinture;0;
retouches;1;
galement les;0;
les retouches;0;
choc avec;0;
les pentes;0;
pentes d;0;
me fonctionnent;0;
fonctionnent pas;0;
pas 100;0;
100 de;0;
stagne sur;0;
en relation;0;
relation avec;0;
abrit;1;
face abrit;0;
abrit e;0;
non fissur;0;
lokal bei;0;
diverse kalkausscheidungen;0;
sserungsschlitzen;1;
fissures rag;0;
rag en;0;
sup depuis;0;
komplette mauer;0;
einzelne steine;0;
manque cadenas;0;
s coule;0;
im horchen;0;
horchen mauerteil;0;
ve;2558;de(180)|fissures(71)|d(68)|localis(66)|et(51)|protection(49)|0(49)|surface(48)|la(46)|sup(45)
enl ve;0;
tement abrasion;0;
du mat;0;
humides d;0;
inspection mais;0;
radiale;1;
fissure radiale;0;
protection anticorrosion;0;
handlauf;1;
gef hrlicher;0;
hrlicher handlauf;0;
humide au;0;
milieu et;0;
che humide;0;
chateauneuf;2;
petit choc;0;
choc c;0;
moyenne;1;
moyenne fisure;0;
r parer;0;
est manquante;0;
murs espac;0;
grands;1;
globalit;1;
grands graffittis;0;
graffittis sur;0;
la globalit;0;
globalit du;0;
mur proche;0;
araign;4;
toile d;0;
graffitti dans;0;
coin bas;0;
bas gauche;0;
gros graffitti;0;
plein milieu;0;
horizontales ponctuelles;0;
petite t;0;
deux tape;0;
mind;3;
mind 1;0;
cm erh;0;
erh hung;0;
der verdrehung;0;
verdrehung im;0;
5mm an;0;
ber 7mm;0;
eventuell aar;0;
sehr fr;0;
rmig;1;
einbetonierten posten;0;
seitenw;4;
rb;163;ouvrage(25)|de(23)|l(21)|d(18)|fortement(17)|e(17)|de l(17)|venue(13)|eau(13)|la(13)
bilden;1;
positionen;1;
tauchwand;1;
trennwand;1;
rohrkeller;1;
an vier;0;
vier stellen;0;
den seitenw;0;
seitenw nden;0;
vom rb;0;
ist 0;0;
lang es;0;
um fr;0;
arbeitsfugen riss;0;
decke teilweise;0;
teilweise bilden;0;
bilden sich;0;
sich blasen;0;
blasen bei;0;
die positionen;0;
positionen der;0;
nden gleich;0;
gleich die;0;
risse liegen;0;
liegen 35;0;
ersten tauchwand;0;
tauchwand und;0;
der trennwand;0;
trennwand zum;0;
zum rohrkeller;0;
rohrleitungen;1;
lockere;1;
steigleiter;1;
lockere fixierung;0;
der steigleiter;0;
11;7;
03;21;
inf c;0;
t pile;0;
pile 11;0;
03 05;0;
sierre et;0;
500cm;1;
inf de;0;
pile 2;0;
600cm;1;
fissuration non;0;
2mm reste;0;
manipulation;1;
caniques mineurs;0;
mineurs sans;0;
ouvrage 03;0;
leichte rostspuren;0;
rostspuren unter;0;
reinigungsunternehmer;1;
sich gem;0;
nicht ffnen;0;
sich lokal;0;
blasen gebildet;0;
bohrl;2;
mehrere offene;0;
offene bohrl;0;
bohrl cher;0;
tanche remplacement;0;
remplacement local;0;
